number;name;address;position;banking;bonus;status;Contract Name;Bike Stands;Available Bike Stands;Available Bikes;Last Update
20;020-BOUFFAY;7, allée du Port Maillard - Cours Franklin Roosevelt;47.214301, -1.552782;False;False;OPEN;nantes;15;9;5;2026-03-07T13:07:18+01:00
59;059_AVENIDA DE LA PALMERA;AVENIDA DE LA PALMERA - Aprox. Avenida del Líbano;37.3712384084245, -5.98921018846153;False;False;OPEN;seville;18;10;8;2026-03-07T13:06:25+01:00
3090;3090 - VINATIER;;45.741922, 4.894068;True;False;OPEN;lyon;20;19;1;2026-03-07T13:06:28+01:00
11;00011 - PLACE DE LA DAURADE;2 PL DE LA DAURADE;43.601888, 1.440368;True;False;OPEN;toulouse;23;2;20;2026-03-07T13:05:43+01:00
410;00410 - PLACE MARCEL BOUILLOUX;Place Marcel Bouilloux - Lafont 1 avenue de l’aérodrome de Montaudran Toulouse;43.572097, 1.478675;False;False;OPEN;toulouse;16;11;4;2026-03-07T13:06:21+01:00
8008;8008 - BEAUVISAGE / PRESSENSÉ;Rue du Professeur Beauvisage;45.727881, 4.86355;False;False;OPEN;lyon;17;9;8;2026-03-07T13:06:19+01:00
1006;1006- SUBSISTANCES;12 QUAI ST VINCENT;45.767912, 4.819872;False;False;OPEN;lyon;22;14;8;2026-03-07T13:07:24+01:00
79;079_PLAZA DE LAS MERCEDARIAS;PLAZA DE LAS MERCEDARIAS - Aprox. C/ Ibarra;37.388371, -5.986945;False;False;OPEN;seville;10;5;4;2026-03-07T13:06:54+01:00
153;00153 - PLACE ANTONIN FROIDURE;12 AV BOURGES MAUNOURY;43.628672, 1.448469;False;False;OPEN;toulouse;18;12;6;2026-03-07T13:07:07+01:00
235;00235 - LA VACHE MÉTRO;FACE AU 8 RUE PAUL VERLAINE;43.633454, 1.435519;True;False;OPEN;toulouse;19;6;13;2026-03-07T13:07:08+01:00
72;LIDL - RUDNIK;Betettova cesta;46.020012, 14.532479;False;False;OPEN;ljubljana;20;9;11;2026-03-07T13:07:35+01:00
80;ROŠKA - STRELIŠKA;Roška cesta;46.045, 14.51846;False;False;OPEN;ljubljana;20;9;11;2026-03-07T13:07:20+01:00
32;KOPRSKA ULICA;Koprska ulica 98;46.033408, 14.482468;False;False;OPEN;ljubljana;8;4;4;2026-03-07T13:07:18+01:00
291;291 - DECROLY;DECROLY - RUE GATTI DE GAMMOND / GATTI DE GAMMOND STRAAT;50.804661, 4.327886;False;False;OPEN;Bruxelles-Capitale;19;7;12;2026-03-07T13:07:40+01:00
102;102_AVDA.RAMON LLUL;Ramón Llull - Serpis;39.4758011228282, -0.346811013895548;False;False;OPEN;valence;20;4;15;2026-03-07T13:05:46+01:00
394;00394 - BAYONNE - FLAMBÈRE;73, route de Bayonne;43.608267, 1.389792;False;False;OPEN;toulouse;13;8;5;2026-03-07T13:05:42+01:00
90;090_CALLE ROMA;CALLE ROMA - Aprox. C/ Palos de la Frontera;37.3811984466081, -5.99352820936488;False;False;OPEN;seville;20;10;10;2026-03-07T13:07:17+01:00
262;00262 - ARTHAUD - NETWILLER;RON?D-POINT NETWILLER - BORDEROUGE;43.643358, 1.455501;False;False;OPEN;toulouse;18;14;4;2026-03-07T13:07:17+01:00
3081;3081 - PART-DIEU / FRANCFORT;44 RUE MAURICE FLANDIN 69003 LYON;45.760689, 4.863069;True;False;OPEN;lyon;28;4;24;2026-03-07T13:05:54+01:00
178;178_CALLE_REIG_GENOVES;Reig Genovés - Ramón Contreras Mongrell;39.4921841703923, -0.37059709396399;False;False;OPEN;valence;20;16;4;2026-03-07T13:06:42+01:00
134;134 - BASTOGNE / BASTENAKEN;Pl. de Bastogne / Bastenakenplein;50.862652, 4.316644;False;False;OPEN;Bruxelles-Capitale;25;15;10;2026-03-07T13:07:36+01:00
218;218_PLAZA DEL ALTOZANO;PLAZA DEL ALTOZANO - Aprox. C/ San Jorge;37.3851244184788, -6.00354214744171;False;False;OPEN;seville;14;5;8;2026-03-07T13:06:39+01:00
126;00126 - BONNEFOY - ARAGO;18 RUE BONNEFOY;43.616939, 1.454243;False;False;OPEN;toulouse;22;13;9;2026-03-07T13:07:18+01:00
118;#00118-PESCHER 4;Rue des Lavandes à coté du n°39B à 8022 STRASSEN;49.622956, 6.074244;False;False;OPEN;luxembourg;15;10;5;2026-03-07T13:07:36+01:00
402;00402 - GRYNFOGEL - GAILLARDIE;Face 130, Chemin de Gaillardie;43.579985, 1.37018;False;False;OPEN;toulouse;16;5;11;2026-03-07T13:06:08+01:00
21;00021 - CARNOT - LABÉDA;63 BD LAZARE CARNOT;43.604079, 1.450158;False;False;OPEN;toulouse;25;9;15;2026-03-07T13:05:47+01:00
320;320 - UZ BRUSSEL;UZ BRUSSEL - AVENUE DE L'ARBRE BALLON / DIKKE-BEUKLAAN;50.886451, 4.310966;False;False;OPEN;Bruxelles-Capitale;20;17;3;2026-03-07T13:06:32+01:00
141;141_C/ GREGORIO GEA (PEATONAL);Gregorio Gea - Padre Ferris;39.4832361355125, -0.385247133088568;False;False;OPEN;valence;20;20;0;2026-03-07T13:07:18+01:00
64;KOPALIŠČE KOLEZIJA;Gunduličeva ulica;46.042867, 14.495239;False;False;OPEN;ljubljana;20;20;0;2026-03-07T13:07:08+01:00
8053;8053 - LUMIERE / TROUILHET;6 RUE ANTOINE LUMIERE;45.743569, 4.870083;False;False;OPEN;lyon;16;2;7;2026-03-07T13:07:33+01:00
55;POLJANSKA-POTOČNIKOVA;Poljanska cesta 50;46.048982, 14.522709;False;False;OPEN;ljubljana;20;18;2;2026-03-07T13:06:45+01:00
6021;6021 - GARIBALDI;Entre rue Crillon et rue Sully;45.770664, 4.849946;False;False;OPEN;lyon;11;2;9;2026-03-07T13:06:17+01:00
17;ILIRSKA ULICA;Ilirska ulica 1;46.053144, 14.513479;False;False;OPEN;ljubljana;18;16;2;2026-03-07T13:07:17+01:00
72;#00072-AN DER BOURMICHT;- AN DER BOURMICHT - ZONE INDUSTRIELLE BOURMICHT / RES DES MEROVINGIENS;49.61086, 6.08097;False;False;OPEN;luxembourg;20;14;5;2026-03-07T13:07:03+01:00
130;130_C/ CONVENTO CARMELITAS;Convento Carmelitas - Alboraya;39.4832061402186, -0.370301088264948;False;False;OPEN;valence;15;14;1;2026-03-07T13:06:00+01:00
19;019_JUAN_LLORENS;Juan Llorens - Quart;39.4743371034203, -0.391681147609965;False;False;OPEN;valence;15;6;9;2026-03-07T13:06:41+01:00
155;155 - LES MARRONNIERS;Chau. de Wavre / Waversesteenweg 1051;50.824953, 4.399088;False;True;OPEN;Bruxelles-Capitale;25;20;4;2026-03-07T13:06:11+01:00
318;318 - CARDINAL MERCIER / KARDINAAL MERCIER;Pl. Cardinal Mercier 10 / Kardinaal Mercierplein 10;50.880539, 4.32823;False;False;OPEN;Bruxelles-Capitale;20;6;14;2026-03-07T13:05:52+01:00
46;046-RÉPUBLIQUE;3, place de la République;47.2053240902952, -1.55518310791618;False;False;OPEN;nantes;26;16;10;2026-03-07T13:07:15+01:00
72;072_RAMIRO MAETZU;Ramiro de Maeztu - Peris Brell;39.467225, -0.346537;False;False;OPEN;valence;15;11;3;2026-03-07T13:06:12+01:00
275;275 - VERSAILLES;VERSAILLES - AVENUE DE VERSAILLES / VERSAILLESLAAN 125;50.896278, 4.372427;False;False;OPEN;Bruxelles-Capitale;20;13;5;2026-03-07T13:07:15+01:00
254;00254 - VESTREPAIN - LOT;RUE DU LOT / 100M AVANT LA RUE VESTREPAIN;43.583264, 1.407055;False;False;OPEN;toulouse;18;11;7;2026-03-07T13:06:08+01:00
57;POVŠETOVA-GRABLOVIČEVA;Grabloviceva ulica 60;46.051863, 14.530349;False;False;OPEN;ljubljana;19;4;15;2026-03-07T13:07:29+01:00
29;DUNAJSKA C.-PS MERCATOR;Dunajska cesta 105;46.074193, 14.511134;False;False;OPEN;ljubljana;18;14;4;2026-03-07T13:07:37+01:00
128;128_C/ ALFAUIR;Alfahuir - Peñiscola;39.4887341597133, -0.367635083238739;False;False;OPEN;valence;25;20;5;2026-03-07T13:07:19+01:00
258;258_PINTOR_RAFAEL_SOLVES_ESQ_JOSE_SOTO_MICO;Pintor Rafael Solves - Jose Soto Mico;39.4397959876251, -0.38922812163005;False;False;OPEN;valence;15;8;7;2026-03-07T13:06:19+01:00
7006;7006 - GERLAND;Avenue Jean Jaurès - Au niveau du square Galtier;45.727494, 4.831145;True;False;OPEN;lyon;40;14;24;2026-03-07T13:06:10+01:00
190;190 - TERDELT;Place Terdelt / Teldertplein 6;50.867904, 4.390696;False;False;OPEN;Bruxelles-Capitale;22;9;13;2026-03-07T13:06:40+01:00
153;153_AVENIDA REINA MERCEDES;AVENIDA REINA MERCEDES - Aprox. Escuela de arquitectura;37.3629713764967, -5.98626217333368;False;False;OPEN;seville;27;21;5;2026-03-07T13:05:54+01:00
8023;8023 - MERMOZ / PINEL;;45.730788, 4.887513;True;False;OPEN;lyon;23;8;13;2026-03-07T13:06:36+01:00
14004;14004 - BRON - MAIRIE;;45.73403, 4.908777;True;False;OPEN;lyon;23;22;0;2026-03-07T13:06:37+01:00
84;084 - SAINTE-ANNE / SINT-ANNA;SAINTE-ANNE / SINT-ANNA - Rue de l'Église Sainte-Anne / Sint-Annakerkstraat 116;50.85896, 4.330107;False;False;OPEN;Bruxelles-Capitale;20;7;13;2026-03-07T13:06:16+01:00
124;00124 - ÉGLISE DES MINIMES;27 AV DES MINIMES;43.618287, 1.436857;False;False;OPEN;toulouse;18;11;7;2026-03-07T13:06:33+01:00
116;116 - ULB PLAINE;Bd de la Plaine / Pleinlaan (ULB accès 2);50.818253, 4.395749;False;False;OPEN;Bruxelles-Capitale;25;17;8;2026-03-07T13:06:58+01:00
118;118_C/ DR. GOMEZ FERRER;Gómez Ferrer - Álvaro de Bazán;39.4804341340267, -0.360507057423573;False;False;OPEN;valence;20;17;3;2026-03-07T13:07:10+01:00
34;34_AVDA. ANTIGUO REINO DE VALENCIA;Regne de Valencia - Doctor Sumsi;39.4640900758311, -0.370052077239064;False;False;OPEN;valence;17;3;14;2026-03-07T13:06:32+01:00
9003;9003 - PLACE VALMY;Rue Roquette / angle rue de Bourgogne;45.775679, 4.805314;False;False;OPEN;lyon;16;11;5;2026-03-07T13:05:48+01:00
412;00412 - PARC DE LA POUDRERIE;Face 8 et 9 chemin de la loge Ile du Ramier - Toulouse;43.576697, 1.43429;False;False;OPEN;toulouse;16;10;6;2026-03-07T13:06:15+01:00
288;00288 - METZ - MARCHANDS;28 RUE DES MARCHANDS;43.600021, 1.44293;False;False;OPEN;toulouse;36;1;35;2026-03-07T13:05:44+01:00
117;117 - CIMETIERE D'IXELLES/BEGRAAFPLAATS VAN ELSENE;Av. de la Couronne / Kroonlaan 449;50.816029, 4.391006;False;True;OPEN;Bruxelles-Capitale;34;24;10;2026-03-07T13:07:10+01:00
323;323 - CARENE / CARINA;Av. Léon Grosjean 103 / Léon Grosjeanlaan 103;50.85517, 4.415303;False;False;OPEN;Bruxelles-Capitale;20;12;8;2026-03-07T13:07:35+01:00
113;#00113-EDEMER;EDEMER - QUARTIER EDEMER / RUE D'ATHÈNES / RUE DE PARIS;49.629363, 6.017927;False;False;OPEN;luxembourg;20;6;12;2026-03-07T13:06:32+01:00
119;119_C/ JAIME ROIG;Jaime Roig - Bachiller;39.482488140046, -0.363317066947724;False;False;OPEN;valence;20;18;1;2026-03-07T13:06:43+01:00
261;261_AVDA JUAN PABLO II;261: AVDA/ JUAN PABLO II - – ESQUINA C/ ALFONSO DE ORLEANS Y BORBÓN.;37.368595, -6.003702;False;False;OPEN;seville;15;8;7;2026-03-07T13:06:25+01:00
20003;20003 - OULLINS - PONT BLANC;;45.720156, 4.798426;False;False;OPEN;lyon;24;0;24;2026-03-07T13:07:34+01:00
49;049 - WILLEBROECK / WILLEBROEK;WILLEBROECK / WILLEBROEK - Quai de Willebroeck / Willebroekkaai 22;50.8615, 4.351143;False;False;OPEN;Bruxelles-Capitale;25;24;0;2026-03-07T13:07:31+01:00
3016;3016 - LIBERTÉ / PART-DIEU;Angle rue de la Part-Dieu;45.759361, 4.842308;True;False;OPEN;lyon;9;6;1;2026-03-07T13:06:57+01:00
77;#00077-FUNICULAIRE;Avenue J.F.Kennedy/Parvis au Plateau KB prés de l'arrêt Pafendall;49.618823, 6.136324;False;False;OPEN;luxembourg;20;18;0;2026-03-07T13:05:50+01:00
281;00281 - JARDIN NIEL;FACE 80 RUE SAINT ROCH / ANGLE AC DU 14EME REGIMENT D'INFANTERIE;43.578687, 1.446733;False;False;OPEN;toulouse;18;14;4;2026-03-07T13:06:44+01:00
270;270 - DE PADUWA;Av. des Anciens Combattants / Oud-Strijderslaan 1;50.859215, 4.414115;False;False;OPEN;Bruxelles-Capitale;25;14;11;2026-03-07T13:06:16+01:00
96;096_AVDA. BLASCO IBAÑEZ 6;Blasco Ibañez - Yecla;39.4735221146643, -0.348305017144382;False;False;OPEN;valence;21;16;4;2026-03-07T13:06:53+01:00
207;00207 - MAL CLABEL - AUDE;FACE 25 RUE DE L AUDE;43.583202, 1.481757;False;False;OPEN;toulouse;17;7;9;2026-03-07T13:05:47+01:00
6;POŠTA - SLOMŠKOV TRG;Slomškov trg 10;46.558924, 15.644443;False;False;OPEN;maribor;20;9;11;2026-03-07T13:06:25+01:00
1034;1034 - CARMÉLITES;30 MONTEE DES CARMELITES;45.770006, 4.829274;False;False;OPEN;lyon;16;7;6;2026-03-07T13:07:34+01:00
99;CITY QUAY;City Quay;53.346637, -6.246154;False;False;OPEN;dublin;30;25;5;2026-03-07T13:06:33+01:00
365;365 - ADOLPHE MAX;Bd Adolphe Max 101 / Adolphe Maxlaan 101;50.854062, 4.356368;False;False;OPEN;Bruxelles-Capitale;21;9;11;2026-03-07T13:06:19+01:00
13;013 - PONT DES ARDENNES;013 - PONT DES ARDENNES - PONT DES ARDENNES;50.46155, 4.87609;False;False;OPEN;namur;15;5;10;2026-03-07T13:06:56+01:00
138;138_SAN_PANCRACIO;San Pancracio - Periodista Llorente;39.4881581524135, -0.384313132924836;False;False;OPEN;valence;20;13;7;2026-03-07T13:07:31+01:00
6003;6003 - AVENUE VERGUIN;Devant l'entrée du parc;45.772846, 4.856274;True;False;OPEN;lyon;20;5;14;2026-03-07T13:06:42+01:00
362;00362 - POUVOURVILLE - GOSCINNY;Chemin de Pouvourville, face rue de la Cocagne;43.550243, 1.457515;True;False;OPEN;toulouse;13;10;3;2026-03-07T13:06:03+01:00
78;#00078-ST MATHIEU;Rue St.Mathieu/ prés de l'arrêt Pafendall;49.619061, 6.1323;False;False;OPEN;luxembourg;18;9;6;2026-03-07T13:07:30+01:00
10072;10072 - JACQUES BREL;Rue Jacques Brel/angle rue Korel;45.774228, 4.864269;False;False;OPEN;lyon;23;10;13;2026-03-07T13:06:43+01:00
6033;6033 - CRÉQUI / LAFAYETTE;153 RUE CREQUI;45.763755, 4.847082;False;False;OPEN;lyon;15;7;8;2026-03-07T13:07:33+01:00
30;#00030-MERKELS PLAZ;MERKELS PLAZ - RUE JEAN BAPTISTE MERKELS / Bd CHARLES MARX;49.599846, 6.122565;False;False;OPEN;luxembourg;20;14;5;2026-03-07T13:06:18+01:00
213;00213 - PUJOL - CHAUBET;129 AV DE CASTRES;43.600704, 1.467249;False;False;OPEN;toulouse;17;10;7;2026-03-07T13:06:39+01:00
16;#00016-AMELIE;- AMELIE - BOULEVARD ROYAL / AVENUE AMELIE;49.613339, 6.125794;False;False;OPEN;luxembourg;20;13;7;2026-03-07T13:06:03+01:00
3011;3011 - PART-DIEU / CUIRASSIERS;;45.75991, 4.857555;True;False;OPEN;lyon;40;17;18;2026-03-07T13:07:27+01:00
257;00257 - CHÂT. DE L'HERS - FONTANELLES;CH DU CHATEAU DE L'HERS / ANGLE CH FONTANELLES;43.600712, 1.48356;False;False;OPEN;toulouse;16;8;8;2026-03-07T13:05:43+01:00
85;00085 - BARCELONE - LECLERC;2 BD DU MARECHAL LECLERC;43.606847, 1.430615;False;False;OPEN;toulouse;22;16;5;2026-03-07T13:07:09+01:00
120;00120 - BARCELONE - SANIÈRES;152 ALL DE BARCELONE;43.610343, 1.420407;False;False;OPEN;toulouse;18;15;3;2026-03-07T13:06:24+01:00
3094;3094 - VILLETTE;74 RUE DE LA VILLETTE;45.757808, 4.861512;True;False;OPEN;lyon;38;9;26;2026-03-07T13:07:27+01:00
58;058_PLAZA DE ESPAÑA;Plaza España;39.4661860791448, -0.381677113224894;False;False;OPEN;valence;20;15;5;2026-03-07T13:07:28+01:00
268;00268 - PLACE JOSEPH BAYLAC;PL DU DR JOSEPH BAYLAC ANGLE AV DES ARENES ROMAINES;43.608597, 1.397192;False;False;OPEN;toulouse;22;5;16;2026-03-07T13:06:49+01:00
10006;10006 - CHARPENNES;Place Charles Hernu / côté sud;45.770225, 4.863102;True;False;OPEN;lyon;46;35;11;2026-03-07T13:07:09+01:00
48;048_CALLE CHURRUCA;CALLE CHURRUCA - Aprox. C/ Gonzáles Cuadrado;37.396657, -5.989879;False;False;OPEN;seville;15;3;12;2026-03-07T13:07:38+01:00
10008;10008 - SALENGRO / VAILLANT;Rue Roger Salengro - Angle rue Vaillant;45.778385, 4.879673;False;False;OPEN;lyon;24;21;2;2026-03-07T13:07:20+01:00
168;168_AVDA. MALVARROSA;Malvarrosa - Río Tajo;39.4768391324101, -0.327977958049006;False;False;OPEN;valence;15;1;14;2026-03-07T13:07:14+01:00
53;053-OLIVETTES;10, rue des Olivettes;47.2117363932221, -1.54988602493776;False;False;OPEN;nantes;15;14;1;2026-03-07T13:06:57+01:00
143;143 - RTL;RTL  - CHAUSSEE DE LOUVAIN (DVT 770)/ LEUVENSE STEENWEG (N° 770);50.857218, 4.407879;False;False;OPEN;Bruxelles-Capitale;25;12;13;2026-03-07T13:06:09+01:00
248;248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA;Tres Cruces - Jose Maria Mortes Lerma;39.4628080601935, -0.40506018155276;False;False;OPEN;valence;20;15;5;2026-03-07T13:06:35+01:00
143;00143 - DESBALS - SAINTONGE;PL GENEVIEVE ANTHONIOZ DE GAULLE / ANGLE RUE HENRY DESBALS;43.581384, 1.413607;True;False;OPEN;toulouse;20;14;5;2026-03-07T13:06:38+01:00
82;00082 - SÉJOURNÉ - PT DES CATALANS;1 AV PAUL SEJOURNE;43.605804, 1.428054;False;False;OPEN;toulouse;21;9;12;2026-03-07T13:05:36+01:00
8009;8009 - JEAN XXIII / MERMOZ;Boulevard Jean XXIII - Angle de la rue Mermoz;45.73648, 4.869789;True;False;OPEN;lyon;20;12;2;2026-03-07T13:07:25+01:00
106;00106 - BRIENNE - DELORME;99 ALL DE BRIENNE;43.608424, 1.423848;False;False;OPEN;toulouse;21;21;0;2026-03-07T13:06:43+01:00
3083;3083 - LES HALLES;118 RUE MONCEY;45.761595, 4.850477;False;False;OPEN;lyon;18;4;13;2026-03-07T13:05:52+01:00
149;149_CALLE ARROYO;CALLE ARROYO - Aprox. C/ Tena;37.397872, -5.976108;False;False;OPEN;seville;20;11;9;2026-03-07T13:07:33+01:00
138;138 - HOUFFALIZE;HOUFFALIZE - Rue de Jérusalem / Jerusalemstraat 85;50.86511, 4.378466;False;False;OPEN;Bruxelles-Capitale;20;5;15;2026-03-07T13:06:14+01:00
10125;10125 - VERDUN / PETIT ROULET;"81 RUE DE VERDUN
69100 VILLEURBANNE";45.7793035670002, 4.89868284276788;False;False;OPEN;lyon;15;5;10;2026-03-07T13:07:12+01:00
12;PARK NAVJE-ŽELEZNA CESTA;Železna cesta 18;46.06361, 14.51315;False;False;OPEN;ljubljana;20;13;7;2026-03-07T13:07:13+01:00
6;00006 - LOIS - CAPITOLE;10 RUE DES LOIS;43.605161, 1.442323;False;False;OPEN;toulouse;18;4;14;2026-03-07T13:06:34+01:00
141;00141 - FONTAINE LESTANG METRO;237 RUE HENRI DESBALS;43.587389, 1.417918;False;False;OPEN;toulouse;18;11;7;2026-03-07T13:07:16+01:00
284;00284 - ATLANTA - AGDE;67 RTE D'AGDE / RD PT DAVID FREIMAN;43.627013, 1.477098;False;False;OPEN;toulouse;15;9;6;2026-03-07T13:07:09+01:00
7015;7015 - TECHSUD;Rue professeur Jean Bernard angle Boulevard Chambaud de la Bruyère Lyon 7;45.7228, 4.842706;False;False;OPEN;lyon;12;10;2;2026-03-07T13:05:36+01:00
16006;16006 - VENISSIEUX - COBLOD;83, boulevard du docteur Coblod 69200 Vénissieux;45.697014, 4.896127;False;False;OPEN;lyon;15;12;3;2026-03-07T13:05:37+01:00
117;117 - COLLEGE SAINT MARTIN;72 Rue Delpech;49.8840545369836, 2.294710530633;False;False;OPEN;amiens;15;14;1;2026-03-07T13:06:05+01:00
10055;10055 - CONDORCET / GALLINE;Avenue Galline/angle av. de Condorcet;45.776428, 4.866976;False;False;OPEN;lyon;15;14;1;2026-03-07T13:06:49+01:00
108;00108 - MARQUETTE - SÉBASTOPOL;40 RUE SEBASTOPOL;43.612279, 1.428827;False;False;OPEN;toulouse;20;1;18;2026-03-07T13:06:03+01:00
158;00158 - URSS - MARAN;57 AV DE L'URSS;43.580915, 1.449198;True;False;OPEN;toulouse;20;13;7;2026-03-07T13:06:22+01:00
6025;6025 - PLACE D'HELVÉTIE;;45.773232, 4.841949;True;False;OPEN;lyon;30;26;4;2026-03-07T13:06:51+01:00
147;147 - LYCEE EMILE MAX / EMILE MAX LYCEUM;Chaussée de Haecht / Haachtsesteenweg 226;50.861874, 4.372146;False;True;OPEN;Bruxelles-Capitale;25;13;9;2026-03-07T13:07:21+01:00
243;243 - ROND-POINT CHURCHILL / CHURCHILLPLEIN;Av. de Messidor 243 / Messidorlaan 243;50.811696, 4.353263;False;True;OPEN;Bruxelles-Capitale;25;11;14;2026-03-07T13:06:01+01:00
14;ULICA MOŠE PIJADA - UKC;Ulica Moše Pijada 6;46.552652, 15.646023;False;False;OPEN;maribor;20;18;2;2026-03-07T13:06:36+01:00
33;033 - BOSQUETS;033 - BOSQUETS - RUE DES BOSQUETS;50.462741, 4.837198;False;False;OPEN;namur;15;8;7;2026-03-07T13:06:35+01:00
110;110_KISSHOMARU;UPV Trinquet;39.4807081426045, -0.336770986463246;False;False;OPEN;valence;30;0;28;2026-03-07T13:07:22+01:00
133;133 - CHÂTEAU / KASTEEL;Av. du Château / Kasteellaan 133;50.866795, 4.3092224;False;False;OPEN;Bruxelles-Capitale;24;16;7;2026-03-07T13:05:54+01:00
207;207_CALLE_MILLARES_ESQ_CALLE_FEDERICO_GARCA_LORCA;Giorgeta, 64;39.455361042514, -0.381996108347568;False;False;OPEN;valence;15;13;2;2026-03-07T13:07:40+01:00
9029;9029 - SAINT PIERRE DE VAISE;Place Vanderpol/Angle St Pierre de Vaise;45.773125, 4.807831;False;False;OPEN;lyon;15;6;9;2026-03-07T13:05:41+01:00
100;100_AVDA. BLASCO IBAÑEZ 9;Blasco Ibañez - Mestre Ripoll;39.4716021114468, -0.33824098596173;False;False;OPEN;valence;20;9;11;2026-03-07T13:05:56+01:00
101;101 - ZELLIK;Chaussée de Zellik / Zelliksesteenweg 4;50.869204, 4.291663;False;False;OPEN;Bruxelles-Capitale;25;17;8;2026-03-07T13:05:46+01:00
8001;8001 - UNIVERSITÉ LYON III;Devant entrée principale de l'université;45.748535, 4.861533;True;False;OPEN;lyon;36;30;4;2026-03-07T13:05:52+01:00
196;196_AVDA_GASPAR_AGUILAR;Jerónimo Muñoz - Gaspar Aguilar;39.4595430546337, -0.388157129082296;False;False;OPEN;valence;15;5;2;2026-03-07T13:07:12+01:00
3004;3004 - BOURSE DU TRAVAIL;Angle rue Moncey / Part-Dieu;45.759648, 4.848139;True;False;OPEN;lyon;27;24;1;2026-03-07T13:05:36+01:00
54;054 - TOUR ET TAXIS / THURN & TAXIS;TOUR ET TAXIS / THURN & TAXIS - Rue Picard / Picardstraat 3;50.863445, 4.34635;False;False;OPEN;Bruxelles-Capitale;39;12;27;2026-03-07T13:06:17+01:00
347;00347 - REVEL - ARMENTIÈRES;Face, 1 rue d'Armentières;43.573815, 1.491081;False;False;OPEN;toulouse;13;3;10;2026-03-07T13:06:37+01:00
30;00030 - PLACE ANATOLE FRANCE;40 PL ANATOLE FRANCE;43.606241, 1.438341;False;False;OPEN;toulouse;25;15;10;2026-03-07T13:06:53+01:00
92;#00092-BRILL (CESSANGE);Rue des Prunelles/Bd du Brill;49.58914, 6.099213;False;False;OPEN;luxembourg;20;18;1;2026-03-07T13:07:21+01:00
291;00291 - ÎLE DU RAMIER TRAMWAY;Carrefour pont Saint Michel  /  avenue du Grand Ramier, face Théâtre de verdure;43.592077, 1.439829;False;False;OPEN;toulouse;13;9;4;2026-03-07T13:05:49+01:00
22;#00022-CAMPUS KIRCHBIERG;CAMPUS KIRCHBIERG - BOULEVARD JF KENNEDY / RUE K KALERGI;49.6264, 6.1613;False;False;OPEN;luxembourg;20;12;8;2026-03-07T13:07:14+01:00
205;205 - DE LINDE;DE LINDE - PLACE DE LINDE 22 / DE LINDEPLEIN 22;50.835503, 4.299573;False;False;OPEN;Bruxelles-Capitale;20;10;7;2026-03-07T13:07:10+01:00
174;174_CALLE_MONDUBER;Monduber - Peset Aleixandre;39.4894061558441, -0.386738140863954;False;False;OPEN;valence;19;12;7;2026-03-07T13:05:50+01:00
17;017_CALLE DE MADRESELVA;CALLE DE MADRESELVA - Aprox. Ronda de Pio XII;37.4071515555687, -5.97884017277645;False;False;OPEN;seville;20;18;2;2026-03-07T13:06:25+01:00
193;00193 - LOMBEZ - PETITE VITESSE;59 AV DE LOMBEZ;43.59487, 1.415088;False;False;OPEN;toulouse;20;15;3;2026-03-07T13:06:08+01:00
120;#00120-A RILSPERT;Rue des Platanes;49.60751, 6.045842;False;False;OPEN;luxembourg;15;9;6;2026-03-07T13:06:32+01:00
3;富山駅南① TOYAMA STATION SOUTH 1;明輪町１番 1 Meirin-cho;36.700641, 137.211718;False;False;OPEN;toyama;24;12;12;2026-03-07T13:07:06+01:00
68;068_AVDA. DEL PUERTO IV;Av. Puerto - José Aguilar;39.462771080523, -0.341823991929563;False;False;OPEN;valence;20;15;5;2026-03-07T13:06:29+01:00
48;#00048-BGL BNP PARIBAS;BGL BNP PARIBAS  - RUE EDOUARD STEICHEN ( FACE N° 10 );49.632179, 6.174446;False;False;OPEN;luxembourg;20;13;3;2026-03-07T13:07:04+01:00
5;CHARLEMONT PLACE;Charlemont Street;53.330704, -6.2600041;False;False;OPEN;dublin;40;16;24;2026-03-07T13:05:55+01:00
10084;10084 - DOUA / AVENUE DES ARTS;84 avenue des Arts;45.783533, 4.871294;True;False;OPEN;lyon;30;20;10;2026-03-07T13:06:46+01:00
9022;9022 - MASARYK / SAINT-CYR;Angle rue Chinard/rue St Cyr;45.778639, 4.8071;False;False;OPEN;lyon;13;7;6;2026-03-07T13:06:33+01:00
274;00274 - GALLIENI GARE;FACE 296 RTE DE SEYSSES / HALTE SNCF GALLIENI - CANCEROPOLE;43.573998, 1.419495;False;False;OPEN;toulouse;18;15;3;2026-03-07T13:06:08+01:00
100;00100 - PORT ST-SAUVEUR - SABATIER;16 ALL PAUL SABATIER;43.596652, 1.45564;False;False;OPEN;toulouse;20;8;11;2026-03-07T13:06:17+01:00
10112;10112 - PLACE DE LA RECONNAISSANCE;105 ROUTE DE GENAS (VILLEURBANNE);45.754415, 4.885249;True;False;OPEN;lyon;32;22;7;2026-03-07T13:07:29+01:00
123;00123 - HOTEL DE POLICE;1 RUE DE CHAUSSAS;43.61497, 1.432909;False;False;OPEN;toulouse;23;3;20;2026-03-07T13:06:16+01:00
215;00215 - ARGOULETS MÉTRO;FACE 8 RUE DE GAILLAC;43.623823, 1.475935;True;False;OPEN;toulouse;20;17;3;2026-03-07T13:06:55+01:00
